"you_index","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1,1,-0.00109879001332072,0.0031550968793089,-0.00287065417616181,0.000114851276835724,0.00301034939600915,0.00202296486014258,0.00128180037136491,0.0031924047687109,0.0026142782046184,0.000471840694935728,0.000755755059453491,0.000346517910502602,-0.00175831665809957,2.82920746602054e-05,0.00778077917851753,0.00169861540664542,-0.000240255889776911,-0.000329031470779563,0.000741230236681461,-0.00115457512140643,0.00162730317549989,0.000263048295423462,0.00511495131386733,0.00482112898959965,0.00583566132431637,-0.00077771554185014,0.000654519613889435,-0.00659492073972668,0.00786897632272939,0.00731079671905287,0.00101988367909166,-0.000767621425570095,-0.00204320330536538,-0.00117397051136349,0.00057115380084831,-0.00409332582627558,0.00442074033107564,-0.00405201463291036,-0.000578195662078702,0.00272423675072343,-0.0047886860867981,-0.00163297627261553,-0.00493476377110011,-0.00502431502343275,-0.00453265865861762,-0.00456738955865008,0.00015431264443613,-0.00444558482957172,-0.00243977880173215,-0.00442752796637092,-0.00939787881104362,-0.00412420329850642,0.0078083471189036,0.00721720552948098,-0.0013951709580867,-0.00104911411153166,-0.000339912939045222,-0.00366737739284815,-0.00107586050142661,0.00212349002650922,0.00302841241753991,0.00433048845681539,-0.00156756189007613,-0.00655517636334559,-0.0042051765759274,-0.00195652335169788,0.00136785904226425,0.00145719685626764,-0.00836391681753364,-0.000414382219618168,-0.00799572650932422,0.00606207000681431,-0.000647327760248753,0.0021262165310065,0.00615128533867811,0.00323751498554637,-0.00222928201333895,-0.00419735524232435,0.00226809639325787,0.00171069508896715,0.0013874664760353,-0.00443589812049887,-0.00817415033743854,-0.00469077480543264,0.00380272456776714,-0.000978492670353016,0.000436469219961094,-0.00164473693646523,-0.000861372583293911,-0.00129120142583915,0.00427263122456215,0.000324688457379651,-0.00223293141900803,-0.00398149267584376,0.00094362986409991,0.000393431190210225,0.00354535281467893,0.00338423032833858,0.00468793572739195,0.00458305658484359,0.00155774271079712,-0.00116605507028133,-0.000806644638672104,0.000550359831414931,-0.00440556949690429,0.000574895969892844,0.000737152185792131,0.00361406829766616,0.00195120517860787,0.00661499756217715,-0.00560050331716591,0.00284439201594437,-0.00183470570642497,0.00272997956843999,0.0110988071698847,-0.00313028257593137,0.00183532679606379,0.00655835898860668,-0.0025794519697553,0.000582745428927343,-0.000165162074821137,7.56922187868587e-05,-0.00170619636226983,0.00248865587142515
2,-0.00109879001332072,1,0.01084565612107,-0.0128918566809249,0.00785632456648229,0.00766773336117849,0.00369818472996051,0.00207925336810051,0.00682127970276312,0.00583095113382653,-0.0127807876343874,-0.0136848764691343,-0.0149295950090343,0.00729840779935485,0.00392982906263997,-0.0111397999433048,0.00781984440467391,-0.0246541967583443,0.00336235429901094,0.00331364732424525,-2.45776414641457e-05,-0.016202625922707,-0.00584531141592832,-0.0122185746568773,0.00181731411133175,-0.00274973978773053,0.00344739831486333,0.00124931375111211,0.0144857902083883,-0.00437128633320213,-0.00295224003977645,0.0105456905691771,0.0105138973486595,0.00885812654104113,0.00678098109875769,0.00298057868162609,0.0134674545782364,-0.0114168613785609,0.0131505414020589,-0.000896146679342931,0.00789720519299527,0.00384155112299706,0.00357597079064061,-0.00587213149319853,-0.00578437425885726,-0.00367883632067703,0.00259715054536778,-0.00581805581075559,0.00258208667352585,0.00346914387262794,0.00257418177413437,-0.00220035536905805,0.00573873563896472,-0.00806053762805208,-0.00738019993356593,0.0124364851232608,0.00441503628995797,-0.0038726746059829,-0.00227628822313416,0.000219410481889717,0.00364863000478919,0.00489832719733783,0.000539062559406871,0.00325169658645354,0.00732322139503357,0.0251837861439953,0.00430084843402852,0.00947436374398568,0.00475583380211228,0.0097282186334443,-0.00219554186161656,0.00905262737848152,0.015939971442984,0.00254964485137649,-0.00626640551899679,-0.0104052112890232,0.00458539198879759,-0.000339611115458004,0.00556640881011178,0.00140596280979697,0.00268024863789787,-0.00809705282782904,-0.00468076240887126,-0.0271445832691015,-0.022794493198217,-0.00563704174250584,-0.0045220218631817,-0.0055146386361533,-0.00267188864918042,-0.000468290579094114,0.0083227718261244,0.00591533898479953,0.00772019611518166,0.00299550812417691,0.00577197626535271,0.00381855955754188,0.00062420495222109,-0.00547677078475741,0.00289474333148241,-0.0138352276224069,-0.00750271818446275,-0.000931286176414277,1.03966910598291e-05,0.0124327894212165,0.0036943065372577,0.00486023002363321,0.00307280132351807,0.00269122541632336,-0.011703430156537,0.00575410570623489,-0.00651961354818407,0.0134237648471435,0.00864314933789508,0.0123125459832403,0.00654196735604058,-0.0153204423661916,0.0164165580480877,-0.00634791831207269,0.00080624580623153,0.0030809766360586,0.00489627327005394,0.000224396885534654,0.00601842218006756,-0.0136875649446511,-0.00502331623331411
3,0.0031550968793089,0.01084565612107,1,-0.678484221386721,0.0102692414425782,0.00421001255230155,0.000395978422936807,0.0055857264998429,0.0165632747691116,0.0136742815156723,-0.00985495515214135,-0.0110732755111787,-0.0128217448704645,0.00411791944996107,-9.24034350695392e-05,0.00255216933614963,0.0093402764584592,-0.0223594510634104,0.00275644116583048,0.000752829486724131,-0.00727662252333216,-0.00945761265289196,-0.0010721543057963,0.00115562788867237,0.00833071779025914,0.00563564379181229,0.0015288620067267,0.00105782426586512,0.00630714220558049,0.0100807703955586,0.00847210241119281,0.00641352492204813,0.00589484011980479,-0.000381761014509753,-0.00231947267627219,-0.000111586998035939,0.00306236344510716,-0.000528266225179769,0.00323877032331165,0.0122706411982998,0.00109115823006305,-0.00964519539474389,0.0106504420747744,-0.00642894814367289,-0.00635692436492584,-0.00669798007423965,-0.0103432086106758,0.00364820204527993,-0.0102163200473363,0.00214489980366411,-0.0101993141490264,-0.0137243379564064,0.00165426441771917,0.00933951771850596,0.00839618230906923,0.00262505128942797,0.00230820278713256,-0.00335288957502487,-0.00778729990369944,-0.000493180677390034,0.00279575214027091,0.0084908659205399,0.00171761708028458,0.002713084153174,-0.00691720702492446,0.00807034252156553,0.000152180271562732,0.00545026334210028,0.00240181460342821,-0.00228907138853142,0.000387609925182156,-0.002104955689347,0.0206047679817816,0.00306691165138397,-0.00729658032100027,0.00538793763273887,0.00873288576786055,-0.00487393707003923,-0.00259658280789363,0.00600342739702772,-0.00149831565172416,3.91995992492787e-05,-0.011083240371285,-0.0284512049322884,-0.020345475933749,0.00292598221830725,-0.00432396689507339,0.00169235777204377,-0.00866823876158325,0.000841806634310793,0.00121885087314451,0.00487124666217074,0.00679716019591276,0.00249322308570735,0.00278415314995685,-0.00171756210233809,0.00253099565160458,0.00511771250018762,0.00927888917425377,-0.00569514111256506,0.00283527548004753,0.00252034180772456,0.00097474057159578,0.00745781661592556,0.00321034365671493,0.000665126348077753,0.0079389220665975,0.00331394914663926,-0.011297319926015,0.00911885596123413,0.00166425098803388,0.00675961702194668,0.00977300688480656,0.00611554408558009,0.00354325741700437,0.0211915170967812,-0.00172727925170003,0.00919223190483716,0.0138596334592772,-0.000123596182273051,0.00595050971889077,-0.00136089146468136,-0.00177422039822592,-0.0151322079563474,0.00320686038674941
4,-0.00287065417616181,-0.0128918566809249,-0.678484221386721,1,-0.0161163623070423,-0.0130292262108302,-0.000633738666147804,-0.0128344941355699,-0.0223501403684138,-0.0194016346129476,0.02082138176071,0.0232396604234131,0.0265093971550928,-0.00954311729956432,-0.00292237255565932,0.0078883524039672,-0.0168832701055919,0.0430128290132264,-0.00557479940937592,-0.00622066931900087,0.00743336693575128,0.0240880803911699,0.00721329989965435,0.0108138738569329,-0.00879290858425997,-0.00219832149579841,-0.00347939525506883,-0.000352918807777454,-0.0227702084473153,-0.00502415562592685,-0.0060251622720156,-0.0143813154589799,-0.0168155901900625,-0.00381992206802227,-0.000798219599877592,-0.00291998004446045,-0.0163853222247108,0.0122850877699369,-0.0165559160239745,-0.0124798928668873,-0.00443588100035444,0.00541441105082866,-0.0137467217482711,0.0109025842576039,0.0109405958812855,0.011261584193439,0.00722474024155667,0.00343420855130652,0.00705073791640391,-0.00325872760211455,0.00702839865971305,0.0144875292161087,-0.000890291758182835,-0.00216025796815154,-0.00142494984337914,-0.0148029927865183,-0.00470984270221195,0.00582287688786758,0.00760790278792457,0.000809514887631054,-0.00693050399031416,-0.0108341214549461,-0.00291871722326563,-0.0050047449884743,-0.0022917482348781,-0.0276253930610193,-0.00224141620850883,-0.0130504180485657,-0.00691223082607246,-0.00465352057080622,0.00251968638652193,-0.00480407365235885,-0.0279740215656958,-0.00589752708818978,0.0192916616603046,0.00146311838239902,-0.00687413473311493,0.000850435179354466,-0.000532882222844262,-0.00682617149444148,-0.00151763742562223,0.00272737025190385,0.00958106133404457,0.0487602901626998,0.0401683053955041,0.00218808828618995,0.0105361820685668,0.000215336693823154,0.0112631556482849,-0.00254597564911098,-0.00938801640087928,-0.00841771696310073,-0.0115710730571357,-0.00537966020757421,-0.00685448544930122,-0.00349972566940173,-0.00333138682069877,-0.000326130572308718,-0.0125979253645875,0.014451821935312,0.00164683068040868,-0.000567525328414805,-0.000491271755098667,-0.0165676473556647,-0.00913029863361155,-0.00121070659971805,-0.0081057222330922,-0.00330804719343852,0.0218211582725358,-0.0121189789962632,0.000260658063793341,-0.0203137915471326,-0.0152094877590886,-0.0145429410724208,-0.0108288886672712,-0.00720813464049616,-0.0136202273524323,-0.00280609121104815,-0.0127175770796575,-0.00364638954778078,-0.0104392766454795,-0.00132016621760055,-0.00337285923118503,0.0267073181101355,0.000947339684231295
5,0.000114851276835724,0.00785632456648229,0.0102692414425782,-0.0161163623070423,1,0.00991749936508409,0.016255057255574,-0.0020336278662445,0.0113816219792025,0.0117481181141703,-0.0150205561210949,-0.0189513287286391,-0.0209168405702646,0.00677560855202155,-0.00128295461667608,-0.0047739225735843,0.00652729076743255,-0.0274319967538658,0.00773905150711878,0.00178108814156023,0.000399280831558659,-0.0185117459753118,-0.00559204527224254,-0.0106543713097048,0.00153565083765245,0.000103941142717626,0.00568099094037931,0.00292860812255918,0.0140749252491488,0.000109079449214257,0.000263704955129264,0.00846007602732263,0.0148536934893727,-0.00128954495463222,-0.00196093003331689,0.00346609346199452,0.00891894625769358,-0.00654467931908833,0.00871515941161509,0.00818087280313713,0.00246241410840557,-0.00258841837375341,0.00882448183912625,-0.00406348195374929,-0.00415264554222401,-0.00435362927700007,-0.00331564438530664,-0.000803080442506948,-0.00323675371784891,0.00412495338262361,-0.00321538897255395,-0.00866244335539773,0.00253339177222129,-0.00240703004111964,-0.0032558458489062,0.0122549870422264,0.00240030473950774,-0.00123874816999161,-0.00560688053826433,-0.00558831239058821,0.0048948693089448,0.00566947584462107,-0.00115429905654513,0.00254124357255795,0.00446651617673542,0.0167471006056695,-0.000270772482220797,0.00682798628018881,0.00281915185862963,0.00708634676086884,2.70375645748605e-05,0.00735950971062148,0.0149646689146934,0.00428728869211778,-0.0138837595173015,-0.00311629643229706,0.00263936105122278,-0.00325640229094228,0.000418576378938017,0.00564152655674072,0.000936507773204274,-0.000267067509189372,-0.00763311075910639,-0.0261998880881125,-0.0256506012220351,-0.00317646463552429,-0.0116384152041522,-0.00181151069056707,-0.00958448092488036,0.000684466919643873,0.00515379585566947,-0.000508251153405451,0.00841213865397608,0.00451000247873109,0.00851918027350642,3.07775708091798e-05,-0.000342142484226061,-0.00339599095245714,0.00522351801001168,-0.00866312059672614,-0.00328120259997511,-0.000757547553568532,0.000792417134215121,0.0123833324096681,0.00983076009067654,0.00401253684419863,0.00479005119584645,0.00448286227694097,-0.0136259344437264,0.00860006032433644,-0.00246470930099398,0.0143172016669691,0.0097505074147478,0.00900823516262067,0.00901061991161068,0.00330091732713145,0.0106519756701401,0.00116954241284365,0.00747134183235259,0.000262942281894206,0.00918783330898863,0.000173890360201129,0.00154400774322957,-0.0155972656687474,-0.0011035860852742
6,0.00301034939600915,0.00766773336117849,0.00421001255230155,-0.0130292262108302,0.00991749936508409,1,-0.048568717413174,0.0889459601720412,-0.0158963423241473,-0.00898238743800257,-0.0505974759058869,-0.0540509220274721,-0.0566075229825787,0.00734851930161518,0.00176485524120265,-0.0149837239117585,0.00819944585523816,-0.0267823550662149,0.00485692368128236,0.0023135299808817,-0.00134618405246614,-0.0181997855070656,-0.000991264656249632,-0.010979369729544,0.00296440139392665,0.00435038297728263,0.0047758266775629,-0.000291654924697259,0.0167176186866145,-0.00372336817698924,-0.00164258331016106,0.0136611236531396,0.0167478002723551,0.00397662963362665,0.00233230912696648,0.00676617666917938,0.0136120792778213,-0.011398152467757,0.0133532707720391,0.00220900375997389,0.0102390414721127,0.000610956110691952,0.00732714156755597,-0.00473637325682575,-0.00467655146623033,-0.00337136323148738,-0.000702316969760919,-0.00246748796368391,-0.000552700848770628,0.00398409946849994,-0.000563050422283015,0.00129910068542136,0.00410900743278744,-0.00434571314240801,-0.00472431368922634,0.0178669093347144,0.00199090135725049,-0.00381408877394281,-0.000708596176025663,-0.00250738880715516,0.0037051843397121,0.00239267914364271,-0.0023659047313175,-0.000258618331231249,0.00335344281181011,0.020050626135406,0.00294687667154058,0.0098522245705855,0.00531092502552824,0.00693672410426129,-0.00286293650589005,0.00708984602599535,0.0162665143252256,0.00230484564509297,-0.00633819175711143,-0.0147879257771197,0.00530273375051579,0.000659382850398445,0.00345841137364872,0.00383881094347302,0.00347510636042455,-0.00616004616929086,-0.00203687507178987,-0.0309658748134131,-0.026113769651034,-0.00630507622390238,-0.00631837070541421,-0.00279192611474038,-0.00538353613095125,0.00724351210877808,0.00882865886560219,0.00509128213564259,0.00532728211614469,0.00262388595557663,0.00930376936509407,0.00363212857645318,0.0011509773080548,-0.00778525831227408,0.00438578855321028,-0.0143324217354575,-0.00350724140346614,0.0021330272460841,0.00263487213540502,0.0108872246898764,0.00838014399056564,0.0045765366385473,0.00405754130059983,-0.00105954026151392,-0.0190396343150348,0.00807476747535666,-0.0129307474582431,0.0166672407321547,0.0104758609636847,0.0112965528040554,0.00575598555949159,-0.0172804714989464,0.0180214468683476,-0.00837917152413563,-0.000597137638837284,0.000891785320350582,0.00362102733138566,0.00160036554971257,0.00568269350917302,-0.0172137546797477,-0.00575083622765268
7,0.00202296486014258,0.00369818472996051,0.000395978422936807,-0.000633738666147804,0.016255057255574,-0.048568717413174,1,0.0367624097842976,-0.146263154188716,-0.148382307656929,-0.0445616360579753,-0.0389964895310774,-0.0392870676708197,-0.00136171679987618,-0.000799469625975838,-0.00169189130240072,0.00191068276057323,-0.00733107118143003,0.00133804842382177,-0.000530328939050818,0.00155192381959361,-0.00543604050418683,-0.00210879600796883,-0.00483358936632017,-0.00309596594767573,-0.000251632304552523,0.000739977042820859,-0.000940324628022936,0.00276080783489687,0.000775685920698329,0.00300184304080118,0.00126695294406615,0.0041204435397294,0.000886018603720269,0.00208095939771749,0.00118849970322184,0.00446707710319019,-0.00394900269186124,0.00427145727896551,0.00147453029475123,-0.00045021387519763,0.00165039073763063,0.000918915585537612,-0.000693120599630317,-0.000666574060209095,-0.000618158253807759,0.00253495226904893,-0.00286356769935362,0.00237303371282432,0.00113805691972974,0.00236139390673777,-0.00147524168543968,0.000370402762306934,-0.00192315758301267,-0.00168256165403118,0.00328458715089297,0.000109152299663728,-0.000240266725820747,-0.00164841021099045,-0.00237928427145927,0.00310799839041486,0.00291981130818375,-0.000786341071462908,0.00472684924861706,0.00163852756161783,0.00642043131364653,-0.000545803591935843,0.00253503213640528,0.000863565797235123,0.00264077356328858,-0.000293819858345262,0.0024287157724559,0.00273674514710526,0.00335063628943931,-0.00670310521661148,-0.000464094247061116,0.00160834847546924,0.0023108419069757,0.00367891174726752,0.000163281099570617,-0.00281525785843215,-0.00176068645273595,-0.000737710051797764,-0.00384091414581591,-0.0051711065508923,0.00339633884238349,-0.000348060466369892,-0.00568069928906429,-0.000181795807244071,-0.00454108935929223,0.00385402354282009,0.00171332614700267,0.000649368470246988,0.000306873081916262,0.00190755602887679,0.00154315515919128,0.00181012689167026,-0.00361403483525518,0.000864135052968048,-0.00148057163614467,-0.000879393788961599,-0.00198619848284953,-0.00121241472502276,0.00324780762533622,0.00230473705064426,0.000387517639115619,0.00113869929780823,-0.00103853450674336,-0.00159805947344363,0.000286326597501217,0.00204153965456307,0.00318652477940061,0.00185987595306381,0.00130188490289981,0.000182002410308676,0.00274794482825241,-0.00035416644713547,0.00350409877383364,0.00446813152950743,-0.00277318826567611,-0.000237800991669359,-0.000120174701461214,-0.000902113140522529,-0.00361520729109985,0.000454510214915625
8,0.00128180037136491,0.00207925336810051,0.0055857264998429,-0.0128344941355699,-0.0020336278662445,0.0889459601720412,0.0367624097842976,1,-0.203771833542645,-0.198371881985909,0.0952114415705387,0.0894003548861896,0.088252958387269,0.00187357540269996,0.00299192762037934,-0.00269509807508761,0.0118480014970598,-0.0199042867798927,0.00269933758378731,0.00430174545476064,-0.000180076001843489,-0.0140343606130395,-0.00702215073186677,-0.00355875794472446,0.00188392812801791,0.0022048698066901,-0.00208794568768168,0.00309970609766943,0.00537060504234456,0.00664246098554607,0.00540361650560153,0.00740148028140874,0.00690913188022857,0.00195937265791646,-0.00319899606236031,0.00309555607281,0.00437469108399746,-0.00252962971463727,0.0043179937008281,0.00485574390751916,0.00223827673673448,-0.00427239733403577,0.00498997214921859,-0.00821244469565571,-0.00821313582373369,-0.00836079936559567,-0.00428202778440377,-0.00331508193601824,-0.00427336319992376,-0.00173841027596429,-0.00427352508772201,-0.00603684845899269,0.00127714066852301,4.55329486063545e-05,-0.000124653594430812,0.0080994376634306,0.00200025222539141,-0.000501512543573822,-0.00231824276203465,-0.000155484378356023,0.00457847448372113,0.00367279954054458,0.00277691699229734,0.00194810311374425,0.00369299888163313,0.0100008923995062,0.00137281653049098,0.00400426439163597,0.00534477567434363,0.000554495197589903,-0.00301581035373587,0.000919564306639334,0.00818836497603333,0.00146642158598058,-0.0065700450447495,-0.000775348384399021,0.00223655672786609,-0.000766682730920169,-0.000870546228493658,0.00187763624937748,0.000554205074032688,0.00321729358405574,0.000279590134217423,-0.0181571058695597,-0.0169925047576295,-0.000595863887638358,-0.00414045484571634,-0.000483884609456478,-0.00771269943290893,-0.000470164581182852,0.0037964381263469,0.00427364265908029,0.00390752460486913,0.000708017424773592,0.000322484058732924,0.00175481131378159,0.00114967168195716,-0.00113382458298162,0.00353079308990633,-0.00383639601279154,-0.000643140070071158,-0.00250069660252607,-0.000937393186565414,0.00686010000271604,0.0072075356061634,0.000247626318316534,0.00454282337125307,0.00560172237595352,-0.00329489475559805,0.000540200471985827,0.00635156281629123,0.00843479167463179,0.00387424801689522,0.00203977844734638,0.00963502756666428,0.00964157347386125,0.003187945580462,0.00553401712038347,0.00884553053436584,0.000349325397650919,0.0106775996535606,0.00407433391126569,0.000694181006143381,-0.0091502503616178,0.00217967857312279
9,0.0031924047687109,0.00682127970276312,0.0165632747691116,-0.0223501403684138,0.0113816219792025,-0.0158963423241473,-0.146263154188716,-0.203771833542645,1,0.959201878528737,0.008460427429367,0.0444130291351504,0.0400655326599268,0.00154462586481471,0.00578822978427687,0.000612581759777026,0.0134852823605756,-0.0281683344398705,0.00376776457761265,0.00406769716242173,-0.0060600015307045,-0.0150214946873212,-0.00207823697546198,-0.005464203490692,0.0102775243805199,0.00366054551731471,0.00399599640411111,0.00320362477470739,0.0123128963514631,0.00742348393671737,0.00652482314891975,0.0106264402684448,0.0118731567152132,0.00569851437030572,0.00291802983857785,0.000335818567789358,0.00959884280326585,-0.00695140982410659,0.00970396510159963,0.0103083831959506,0.00269425386305925,-0.00666220470766655,0.010009716047708,-0.00798902420777969,-0.00809296218095675,-0.0061401375340791,-0.00733603682073286,0.0012492819932312,-0.00707988132048174,0.00362969461590516,-0.00708695031606248,-0.014921093098399,0.00251721139663404,0.00355839284775837,0.00239335481515571,0.00966598166455745,0.00192247192832136,-0.00919965644400585,-0.00236686978909015,-0.00210311311179021,0.00169619673753351,0.010266917849352,0.00174664025360125,0.00245575860810226,-0.00277246544253616,0.0161343752475194,0.000232389147128554,0.0105801500894607,0.00133260471002441,0.00247063679133172,0.00198262828772646,0.00224695936519599,0.0236421893428145,0.00230106334564469,-0.0105622479034309,0.000373652254977459,0.00587963623182599,-0.00402797131661025,-0.0014468186376732,0.00803566016121889,0.0030581731300818,-0.00100708067679675,-0.0089606994891007,-0.0328951869705318,-0.0269624096976765,-0.000505620949038208,-0.00615862869889158,-0.0011283081512657,-0.0110375518246856,0.00390645427692233,0.00312790834997645,0.003145995444222,0.00871027452566369,0.00447971177676842,0.00395567850636597,0.000173352330888015,0.00365134347362669,0.00328877168632767,0.0102547429083975,-0.00800567786988599,-0.00101387099293926,0.0031060289411268,0.001669505622423,0.0127145792713305,0.00432674774179315,0.0016239569838561,0.00639818892062004,0.00221081704678678,-0.0158269156046678,0.0130559592537184,-0.000912982972523014,0.0111376033640223,0.0139911713012098,0.00818954632364029,0.00416119633636224,0.00800668297661131,0.00475343124537233,0.00490480212832633,0.0108323194741175,0.00300007006541596,0.00510938229066804,0.00114331923703523,-0.000927944650090583,-0.0213882787213725,0.00100510628871171
10,0.0026142782046184,0.00583095113382653,0.0136742815156723,-0.0194016346129476,0.0117481181141703,-0.00898238743800257,-0.148382307656929,-0.198371881985909,0.959201878528737,1,0.00652690370916145,0.0463725678904114,0.0425289966845175,0.0023331976121942,0.00580523067833475,-0.00020618184390051,0.0120200406350121,-0.0250403298951189,0.00294501621172224,0.0035287061252996,-0.00505222204189006,-0.0127929732287723,-0.00143784207771907,-0.00473860200393428,0.00766840795015206,0.00206881373741671,0.0038969239206447,0.00252927124741263,0.0112794630604006,0.00594184424147875,0.00553946990491306,0.0100889525904948,0.0103353637972858,0.00507574698014579,0.00358422192352298,0.000421073531969769,0.00891178876311628,-0.00680681315673499,0.00910368483880181,0.00920972622772485,0.00291763687908749,-0.00613383394225242,0.00956363589930894,-0.00701762746212421,-0.00713269050068693,-0.00509535992374609,-0.00704052705877674,0.00190334955356791,-0.0067629680412937,0.00304517379299913,-0.00677770761650291,-0.0122794307702768,0.00160427306898038,0.00221322949278398,0.00118091293507895,0.00836930487877149,0.00153294880611738,-0.00767763418800168,-0.000934021862190334,-0.001834702734045,0.00172854869726037,0.00825113006069277,0.000626500208143325,0.00112293311703559,-0.00196084273837539,0.0140427289304319,0.00081044182025755,0.00958794442790967,0.000858978988785623,0.00336130680034916,0.0019078792683647,0.0031062440687065,0.0203216804631557,0.00222256553437422,-0.00905273160641051,-0.00115545855131122,0.00516644271886778,-0.00346333389211257,-0.00104534552568448,0.00696222700565995,0.00247472549270873,-0.000754115336835987,-0.00705796061022093,-0.0282606159771868,-0.0223862073117582,-0.00148577642315616,-0.00579345583724672,-0.00108571837618478,-0.00915356273350895,0.00372974572894094,0.00255873555687644,0.00285839243990874,0.00793941036469486,0.0043504878831117,0.00377843921213965,-0.000212356954198925,0.0028911430233685,0.00217430068435502,0.00817398954541346,-0.00703167653688935,-0.000840001909201546,0.00264726498234414,0.00179698023420958,0.0121811035634893,0.00448239946727373,0.00166318060572623,0.00548941096667061,0.00131742257882615,-0.0141862795756616,0.0117022344942918,-0.00119004280920699,0.0100067866472894,0.0125275936834872,0.00692516922839016,0.00352730964676395,0.0048168439818932,0.0049586851391952,0.00324248607090208,0.00813516264188979,0.00282053338686904,0.00447579677256162,0.00046770465982721,-0.00088257723330921,-0.0189245487965793,0.00126876680827361
